England/20110059306/2020	EPI_ISL_417312	True
England/201140293/2020	EPI_ISL_464720	True
England/201141519/2020	EPI_ISL_464757	True
England/20118061804/2020	EPI_ISL_464936	True
England/20118175304/2020	EPI_ISL_464996	True
England/20119059404/2020	EPI_ISL_465083	True
England/20119092204/2020	EPI_ISL_465131	True
England/20120106104/2020	EPI_ISL_465728	True
England/20122103304/2020	EPI_ISL_465766	True
England/20124037302/2020	EPI_ISL_418720	True
England/20124096802/2020	EPI_ISL_418733	True
England/20126000404/2020	EPI_ISL_423861	True
England/20128035202/2020	EPI_ISL_420477	True
England/20129009304/2020	EPI_ISL_423979	True
England/20129033904/2020	EPI_ISL_424025	True
England/20129174804/2020	EPI_ISL_424152	True
England/20130072404/2020	EPI_ISL_423666	True
England/20132032504/2020	EPI_ISL_423771	True
England/201340120/2020	EPI_ISL_423081	True
England/20134018004/2020	EPI_ISL_423097	True
England/20134025904/2020	EPI_ISL_423132	True
England/20134078804/2020	EPI_ISL_423176	True
England/201360037/2020	EPI_ISL_423199	True
England/201360137/2020	EPI_ISL_423224	True
England/201360211/2020	EPI_ISL_423243	True
England/201361008/2020	EPI_ISL_421785	True
England/20138082704/2020	EPI_ISL_421836	True
England/20139044504/2020	EPI_ISL_420683	True
England/20139048804/2020	EPI_ISL_420698	True
England/20139051702/2020	EPI_ISL_420529	True
England/20139060404/2020	EPI_ISL_420732	True
England/20140002204/2020	EPI_ISL_423371	True
England/20140007004/2020	EPI_ISL_423382	True
England/20140009304/2020	EPI_ISL_423386	True
England/20140068704/2020	EPI_ISL_465888	True
England/20140070604/2020	EPI_ISL_423409	True
England/20140071404/2020	EPI_ISL_423412	True
England/20142025204/2020	EPI_ISL_465936	True
England/20142062204/2020	EPI_ISL_420773	True
England/20142083804/2020	EPI_ISL_423466	True
England/20144013704/2020	EPI_ISL_423508	True
England/201440167/2020	EPI_ISL_465984	True
England/20144018904/2020	EPI_ISL_423512	True
England/20144037904/2020	EPI_ISL_466000	True
England/20149005904/2020	EPI_ISL_466113	True
England/20149009704/2020	EPI_ISL_466149	True
England/BRIS-121D4D/2020	EPI_ISL_439966	True
England/BRIS-121DB6/2020	EPI_ISL_440098	True
England/BRIS-12230E/2020	EPI_ISL_439959	True
England/BRIS-1247A6/2020	EPI_ISL_443769	True
England/BRIS-12480D/2020	EPI_ISL_444010	True
England/BRIS-124858/2020	EPI_ISL_443714	True
England/BRIS-1249BF/2020	EPI_ISL_443825	True
England/BRIS-124B31/2020	EPI_ISL_443843	True
England/BRIS-124C10/2020	EPI_ISL_443797	True
England/BRIS-12520E/2020	EPI_ISL_443856	True
